Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Longitude,Latitude,county,tract,blkgrp,HIMEDBYX,HIAVGBYX,INCPHMBYX,VACANTHUBY,POPDENBY,CAPINCBY,HHCHG2KBY,POPCH2KBY,MEDINC2KBY,ED10HSCHBYX,NOHSDIPBY,COLNODEGBY,COLLDEGBY,PRODEGBY,FC15OF18BYX,ECPOP16PBYX,HVMEDBY,HVAVGBY,MS03PMARBYX,WHTPOPBYX,POPBYX,P0004BYX,P0509BYX,P1014BYX,P1519BYX,P2024BYX,P2529BYX,P3034BYX,P3539BYX,P4044BYX,P4549BYX,P5054BYX,P5559BYX,P6064BYX,P6569BYX,P7074BYX,P7579BYX,P8084BYX,P85PBYX,POPBY,HHBY
21,60,RL,101.0,14215,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,380.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1158,1158,GasA,Ex,Y,SBrkr,1158,1218,0,2376,0,0,3,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2005.0,RFn,3,853,TA,TA,Y,240,154,0,0,0,0,,,,0,11,2006,New,Partial,325300,-93.65711800000001,42.060272,169,000100,2,92967.75,112187.19966859983,43554.18140881312,36.0,1090.2749920615072,43554.18140881312,1.414,1.519417475728155,0.11330697016247022,0.056,0.014588235294117647,0.13458823529411762,0.4809411764705882,0.31388235294117645,0.015741507870753936,1.0,221827.00000000003,256323.99999999997,0.7533726812816189,0.8988439306358381,1.0,0.08413615928066795,0.0838150289017341,0.07032755298651253,0.04816955684007707,0.031149646756583174,0.04592164418754014,0.07418111753371869,0.07803468208092486,0.07931920359666024,0.06165703275529865,0.054913294797687855,0.07225433526011561,0.05876685934489403,0.04463712267180475,0.043994861913937054,0.034360950545921636,0.023121387283236997,0.011239563262684648,3114.0,1207.0
22,45,RM,57.0,7449,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,7,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,637,637,GasA,Ex,Y,FuseF,1108,0,0,1108,0,0,1,0,3,1,Gd,6,Typ,1,Gd,Attchd,1930.0,Unf,1,280,TA,TA,N,0,0,205,0,0,0,,GdPrv,,0,6,2007,WD,Normal,139400,-93.62830100000001,42.02543,169,001000,1,29771.72727272727,52104.0,25923.66502463054,21.0,4070.969450308249,25923.66502463054,-0.05607476635514018,-0.10869565217391304,0.0936954641376436,0.12903225806451613,0.10626185958254268,0.19165085388994307,0.4743833017077799,0.09867172675521822,0.049504950495049514,1.0,111919.0,120667.0,0.4514285714285714,0.8573170731707316,1.0,0.05,0.03902439024390244,0.05731707317073171,0.06341463414634145,0.1475609756097561,0.13414634146341464,0.08170731707317073,0.06219512195121951,0.043902439024390234,0.05853658536585366,0.05243902439024391,0.05731707317073171,0.04756097560975609,0.032926829268292684,0.021951219512195117,0.024390243902439025,0.019512195121951216,0.006097560975609756,820.0,404.0
23,20,RL,75.0,9742,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,281.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1777,1777,GasA,Ex,Y,SBrkr,1795,0,0,1795,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2,534,TA,TA,Y,171,159,0,0,0,0,,,,0,9,2008,WD,Normal,230000,-93.68786,42.018735,169,001301,1,64709.74380165288,76109.5,32596.546138415248,19.0,3533.3365973672057,32596.546138415248,0.22174535050071528,0.31011826544021026,1.0240673258267026,0.06751054852320675,0.03797468354430379,0.11054852320675106,0.44978902953586497,0.3341772151898734,0.0234192037470726,1.0,189705.99999999997,197466.99999999997,0.5302557704304429,0.7898696088264795,1.0,0.07422266800401203,0.06519558676028084,0.05667001003009028,0.06268806419257772,0.1469408224674022,0.1268806419257773,0.08525576730190572,0.08124373119358073,0.07271815446339017,0.06068204613841525,0.05366098294884654,0.055667001003009024,0.030090270812437314,0.0075225677031093285,0.00852557673019057,0.005516549648946841,0.004513540621865597,0.002006018054162488,1994.0,854.0
24,120,RM,44.0,4224,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,840,Unf,0,200,1040,GasA,TA,Y,SBrkr,1060,0,0,1060,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1976.0,Unf,2,572,TA,TA,Y,100,110,0,0,0,0,,,,0,6,2007,WD,Normal,129900,-93.605355,41.992917,169,001302,2,53883.89208633094,68471.5,27975.34889058914,38.0,317.3718134664986,27975.34889058914,0.4957983193277311,0.3265822784810126,-0.03561778132349694,0.1486666666666667,0.016666666666666666,0.278,0.4113333333333333,0.1453333333333333,0.04213483146067416,1.0,163398.99999999997,206592.0,0.5032080659945004,0.9026717557251906,1.0,0.06297709923664122,0.05305343511450382,0.051145038167938923,0.06755725190839695,0.19274809160305345,0.116412213740458,0.07290076335877863,0.06259541984732825,0.04465648854961832,0.050763358778625964,0.05534351145038168,0.06450381679389312,0.037786259541984724,0.020229007633587787,0.020229007633587787,0.012595419847328244,0.009923664122137405,0.004580152671755725,2620.0,1068.0
25,20,RL,,8246,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1968,2001,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,188,ALQ,668,204,1060,GasA,Ex,Y,SBrkr,1060,0,0,1060,1,0,1,0,3,1,Gd,6,Typ,1,TA,Attchd,1968.0,Unf,1,270,TA,TA,Y,406,90,0,0,0,0,,MnPrv,,0,5,2010,WD,Normal,154000,-93.676659,42.03069,169,000600,4,73391.85714285714,90136.39999999998,36559.74926253688,8.0,2200.6026383739886,36559.74926253688,-0.1791044776119403,-0.19572953736654802,0.4330088314577723,0.1036717062634989,0.02375809935205184,0.08855291576673865,0.4881209503239741,0.29589632829373647,0.05090909090909091,1.0,174194.0,188038.0,0.5036496350364964,0.9144542772861356,1.0,0.07227138643067846,0.054572271386430685,0.06489675516224189,0.050147492625368724,0.0752212389380531,0.10471976401179943,0.0752212389380531,0.05162241887905605,0.04424778761061946,0.06489675516224189,0.0752212389380531,0.07227138643067846,0.04719764011799409,0.050147492625368724,0.050147492625368724,0.02212389380530973,0.016224188790560472,0.008849557522123894,678.0,275.0
26,20,RL,110.0,14230,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,640.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1566,1566,GasA,Ex,Y,SBrkr,1600,0,0,1600,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3,890,TA,TA,Y,0,56,0,0,0,0,,,,0,7,2009,WD,Normal,256300,-93.654241,42.062991,169,000100,2,92967.75,112187.19966859983,43554.18140881312,36.0,1090.2749920615072,43554.18140881312,1.414,1.519417475728155,0.11330697016247022,0.056,0.014588235294117647,0.13458823529411762,0.4809411764705882,0.31388235294117645,0.015741507870753936,1.0,221827.00000000003,256323.99999999997,0.7533726812816189,0.8988439306358381,1.0,0.08413615928066795,0.0838150289017341,0.07032755298651253,0.04816955684007707,0.031149646756583174,0.04592164418754014,0.07418111753371869,0.07803468208092486,0.07931920359666024,0.06165703275529865,0.054913294797687855,0.07225433526011561,0.05876685934489403,0.04463712267180475,0.043994861913937054,0.034360950545921636,0.023121387283236997,0.011239563262684648,3114.0,1207.0
27,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,234,Rec,486,180,900,GasA,TA,Y,SBrkr,900,0,0,900,0,1,1,0,3,1,Gd,5,Typ,0,,Detchd,2005.0,Unf,2,576,TA,TA,Y,222,32,0,0,0,0,,,,0,5,2010,WD,Normal,134800,-93.607801,42.034848,169,000200,3,63447.275862068964,70865.39957264958,32674.88374384236,22.0,4855.505920433825,32674.88374384236,-0.01680672268907563,-0.05130597014925373,0.4901728536642378,0.19372442019099587,0.03956343792633015,0.25375170532060026,0.43792633015006815,0.07503410641200543,0.02991452991452992,1.0,123280.0,126074.00000000001,0.6,0.9311701081612584,1.0,0.07669616519174041,0.050147492625368724,0.04228121927236971,0.037364798426745324,0.07276302851524091,0.11701081612586035,0.07964601769911504,0.07276302851524091,0.05506391347099312,0.057030481809242875,0.06784660766961652,0.07079646017699115,0.07177974434611603,0.029498525073746312,0.035398230088495575,0.024582104228121928,0.0127826941986234,0.02654867256637168,1017.0,468.0
28,20,RL,98.0,11478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,200.0,Gd,TA,PConc,Ex,TA,No,GLQ,1218,Unf,0,486,1704,GasA,Ex,Y,SBrkr,1704,0,0,1704,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2008.0,RFn,3,772,TA,TA,Y,0,50,0,0,0,0,,,,0,5,2010,WD,Normal,306000,-93.654645,42.062109,169,000100,2,92967.75,112187.19966859983,43554.18140881312,36.0,1090.2749920615072,43554.18140881312,1.414,1.519417475728155,0.11330697016247022,0.056,0.014588235294117647,0.13458823529411762,0.4809411764705882,0.31388235294117645,0.015741507870753936,1.0,221827.00000000003,256323.99999999997,0.7533726812816189,0.8988439306358381,1.0,0.08413615928066795,0.0838150289017341,0.07032755298651253,0.04816955684007707,0.031149646756583174,0.04592164418754014,0.07418111753371869,0.07803468208092486,0.07931920359666024,0.06165703275529865,0.054913294797687855,0.07225433526011561,0.05876685934489403,0.04463712267180475,0.043994861913937054,0.034360950545921636,0.023121387283236997,0.011239563262684648,3114.0,1207.0
29,20,RL,47.0,16321,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1997,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Gd,BLQ,1277,Unf,0,207,1484,GasA,TA,Y,SBrkr,1600,0,0,1600,1,0,1,0,2,1,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,1,319,TA,TA,Y,288,258,0,0,0,0,,,,0,12,2006,WD,Normal,207500,-93.605727,42.03902,169,000200,2,53702.703703703686,67161.3,29098.536687631025,24.0,4613.23249739033,29098.536687631025,-0.015873015873015872,-0.018518518518518517,-0.001564974322214306,0.3240917782026769,0.014340344168260041,0.14627151051625242,0.3193116634799236,0.1959847036328872,0.03870967741935484,1.0,150214.0,154788.0,0.5900253592561285,0.896575821104123,1.0,0.07547169811320754,0.05101327742837177,0.04682040531097135,0.039832285115303984,0.055904961565338925,0.08595387840670858,0.07127882599580712,0.0496156533892383,0.0573025856044724,0.04682040531097135,0.07337526205450735,0.07407407407407406,0.05660377358490566,0.047519217330538085,0.04682040531097135,0.05520614954577218,0.037037037037037035,0.029350104821802937,1431.0,620.0
30,30,RM,60.0,6324,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,520,520,GasA,Fa,N,SBrkr,520,0,0,520,0,0,1,0,1,1,Fa,4,Typ,0,,Detchd,1920.0,Unf,1,240,Fa,TA,Y,49,0,87,0,0,0,,,,0,5,2008,WD,Normal,68500,-93.624471,42.030388,169,000900,1,72843.82758620691,89442.50088495576,41018.679383116876,35.0,4078.884219798615,41018.679383116876,-0.043993231810490696,-0.12357954545454546,0.4038328969133989,0.1345496009122007,0.052451539338654506,0.15279361459521096,0.37856328392246286,0.2816419612314709,0.035398230088495575,1.0,146078.0,207887.99999999997,0.5317307692307692,0.9351701782820095,1.0,0.060777957860615885,0.04862236628849271,0.04781199351701783,0.050243111831442464,0.08184764991896272,0.10372771474878445,0.08427876823338736,0.04943273905996758,0.04619124797406808,0.06320907617504051,0.08103727714748783,0.0899513776337115,0.07455429497568881,0.04457050243111831,0.023500810372771474,0.024311183144246355,0.013776337115072932,0.012155591572123177,1234.0,565.0
31,70,C (all),50.0,8500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0,Unf,0,649,649,GasA,TA,N,SBrkr,649,668,0,1317,0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1920.0,Unf,1,250,TA,Fa,N,0,54,172,0,0,0,,MnPrv,,0,7,2008,WD,Normal,40000,-93.616848,42.021506,169,001000,2,19536.03703703704,25984.8,13313.28428796637,35.0,4137.487215997227,13313.28428796637,-0.04598825831702544,-0.020280057943022692,0.22223612514569108,0.09937888198757763,0.046583850931677016,0.17184265010351968,0.36438923395445133,0.31780538302277433,0.04,1.0,75000.0,75000.0,0.2768,0.6476096599310004,1.0,0.04238541153277477,0.02414982750123213,0.009364218827008379,0.05027106949236077,0.397732873336619,0.2109413504189256,0.09807787087235091,0.03893543617545589,0.02168555938886151,0.021192705766387383,0.02168555938886151,0.019221291276490884,0.008378511582060127,0.0073928043371118786,0.006407097092163627,0.003449975357318876,0.006407097092163627,0.01232134056185313,2029.0,975.0
32,20,RL,,8544,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1966,2006,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1228,1228,GasA,Gd,Y,SBrkr,1228,0,0,1228,0,0,1,1,3,1,Gd,6,Typ,0,,Attchd,1966.0,Unf,1,271,TA,TA,Y,0,65,0,0,0,0,,MnPrv,,0,6,2008,WD,Normal,149350,-93.669465,42.033834000000006,169,000600,3,70680.81818181816,84467.89959839357,34649.929159802305,7.0,3836.7795160176156,34649.929159802305,-0.11071428571428572,-0.17189631650750342,0.2726215862413446,0.03316326530612245,0.0,0.19642857142857145,0.5943877551020408,0.1760204081632653,0.06827309236947793,1.0,154667.0,151334.0,0.6782077393075356,0.8962108731466227,1.0,0.08072487644151564,0.060955518945634266,0.049423393739703454,0.0642504118616145,0.09884678747940691,0.0971993410214168,0.1087314662273476,0.04777594728171335,0.03789126853377265,0.049423393739703454,0.07413509060955518,0.054365733113673806,0.0313014827018122,0.044481054365733116,0.04612850082372323,0.02800658978583196,0.019769357495881386,0.0065897858319604605,607.0,249.0
33,20,RL,85.0,11049,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1234,1234,GasA,Ex,Y,SBrkr,1234,0,0,1234,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2007.0,RFn,2,484,TA,TA,Y,0,30,0,0,0,0,,,,0,1,2008,WD,Normal,179900,-93.684343,42.013603,169,001301,3,27022.809523809527,38171.799912049246,16699.24451712197,116.0,5679.5115732919585,16699.24451712197,2.685575364667747,2.1181763647270544,-0.152921155896377,0.060266292922214436,0.019621583742116328,0.12473721093202522,0.6152768044849335,0.18009810791871056,0.02154793315743184,1.0,220700.99999999997,207378.0,0.11814259297308402,0.8634090034628703,1.0,0.03308964986533282,0.01692958830319354,0.013659099653712968,0.06483262793382072,0.5969603693728357,0.12389380530973453,0.04193920738745671,0.023085802231627546,0.0119276644863409,0.013081954597922276,0.010773374374759524,0.007502885725278953,0.007310504040015391,0.006540977298961139,0.005386687187379761,0.004424778761061947,0.00596383224317045,0.012697191227395151,5198.000000000001,2274.0
34,20,RL,70.0,10552,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,1018,Unf,0,380,1398,GasA,Gd,Y,SBrkr,1700,0,0,1700,0,1,1,1,4,1,Gd,6,Typ,1,Gd,Attchd,1959.0,RFn,2,447,TA,TA,Y,0,38,0,0,0,0,,,,0,4,2010,WD,Normal,165500,-93.6177041,42.0430839,169,000200,2,53702.703703703686,67161.3,29098.536687631025,24.0,4613.23249739033,29098.536687631025,-0.015873015873015872,-0.018518518518518517,-0.001564974322214306,0.3240917782026769,0.014340344168260041,0.14627151051625242,0.3193116634799236,0.1959847036328872,0.03870967741935484,1.0,150214.0,154788.0,0.5900253592561285,0.896575821104123,1.0,0.07547169811320754,0.05101327742837177,0.04682040531097135,0.039832285115303984,0.055904961565338925,0.08595387840670858,0.07127882599580712,0.0496156533892383,0.0573025856044724,0.04682040531097135,0.07337526205450735,0.07407407407407406,0.05660377358490566,0.047519217330538085,0.04682040531097135,0.05520614954577218,0.037037037037037035,0.029350104821802937,1431.0,620.0
35,120,RL,60.0,7313,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,246.0,Ex,TA,PConc,Ex,TA,No,GLQ,1153,Unf,0,408,1561,GasA,Ex,Y,SBrkr,1561,0,0,1561,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2005.0,Fin,2,556,TA,TA,Y,203,47,0,0,0,0,,,,0,8,2007,WD,Normal,277500,-93.652565,42.057124,169,000100,2,92967.75,112187.19966859983,43554.18140881312,36.0,1090.2749920615072,43554.18140881312,1.414,1.519417475728155,0.11330697016247022,0.056,0.014588235294117647,0.13458823529411762,0.4809411764705882,0.31388235294117645,0.015741507870753936,1.0,221827.00000000003,256323.99999999997,0.7533726812816189,0.8988439306358381,1.0,0.08413615928066795,0.0838150289017341,0.07032755298651253,0.04816955684007707,0.031149646756583174,0.04592164418754014,0.07418111753371869,0.07803468208092486,0.07931920359666024,0.06165703275529865,0.054913294797687855,0.07225433526011561,0.05876685934489403,0.04463712267180475,0.043994861913937054,0.034360950545921636,0.023121387283236997,0.011239563262684648,3114.0,1207.0
36,60,RL,108.0,13418,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Stone,132.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1117,1117,GasA,Ex,Y,SBrkr,1132,1320,0,2452,0,0,3,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004.0,Fin,3,691,TA,TA,Y,113,32,0,0,0,0,,,,0,9,2006,WD,Normal,309000,-93.657149,42.060271,169,000100,2,92967.75,112187.19966859983,43554.18140881312,36.0,1090.2749920615072,43554.18140881312,1.414,1.519417475728155,0.11330697016247022,0.056,0.014588235294117647,0.13458823529411762,0.4809411764705882,0.31388235294117645,0.015741507870753936,1.0,221827.00000000003,256323.99999999997,0.7533726812816189,0.8988439306358381,1.0,0.08413615928066795,0.0838150289017341,0.07032755298651253,0.04816955684007707,0.031149646756583174,0.04592164418754014,0.07418111753371869,0.07803468208092486,0.07931920359666024,0.06165703275529865,0.054913294797687855,0.07225433526011561,0.05876685934489403,0.04463712267180475,0.043994861913937054,0.034360950545921636,0.023121387283236997,0.011239563262684648,3114.0,1207.0
37,20,RL,112.0,10859,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1097,1097,GasA,Ex,Y,SBrkr,1097,0,0,1097,0,0,1,1,3,1,TA,6,Typ,0,,Attchd,1995.0,Unf,2,672,TA,TA,Y,392,64,0,0,0,0,,,,0,6,2009,WD,Normal,145000,-93.691585,42.018996,169,001301,1,64709.74380165288,76109.5,32596.546138415248,19.0,3533.3365973672057,32596.546138415248,0.22174535050071528,0.31011826544021026,1.0240673258267026,0.06751054852320675,0.03797468354430379,0.11054852320675106,0.44978902953586497,0.3341772151898734,0.0234192037470726,1.0,189705.99999999997,197466.99999999997,0.5302557704304429,0.7898696088264795,1.0,0.07422266800401203,0.06519558676028084,0.05667001003009028,0.06268806419257772,0.1469408224674022,0.1268806419257773,0.08525576730190572,0.08124373119358073,0.07271815446339017,0.06068204613841525,0.05366098294884654,0.055667001003009024,0.030090270812437314,0.0075225677031093285,0.00852557673019057,0.005516549648946841,0.004513540621865597,0.002006018054162488,1994.0,854.0
38,20,RL,74.0,8532,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1990,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,650.0,TA,TA,CBlock,TA,TA,No,Rec,1213,Unf,0,84,1297,GasA,Gd,Y,SBrkr,1297,0,0,1297,0,1,1,0,3,1,TA,5,Typ,1,TA,Attchd,1954.0,Fin,2,498,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2009,WD,Normal,153000,-93.618478,42.040857,169,000200,2,53702.703703703686,67161.3,29098.536687631025,24.0,4613.23249739033,29098.536687631025,-0.015873015873015872,-0.018518518518518517,-0.001564974322214306,0.3240917782026769,0.014340344168260041,0.14627151051625242,0.3193116634799236,0.1959847036328872,0.03870967741935484,1.0,150214.0,154788.0,0.5900253592561285,0.896575821104123,1.0,0.07547169811320754,0.05101327742837177,0.04682040531097135,0.039832285115303984,0.055904961565338925,0.08595387840670858,0.07127882599580712,0.0496156533892383,0.0573025856044724,0.04682040531097135,0.07337526205450735,0.07407407407407406,0.05660377358490566,0.047519217330538085,0.04682040531097135,0.05520614954577218,0.037037037037037035,0.029350104821802937,1431.0,620.0
39,20,RL,68.0,7922,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,731,Unf,0,326,1057,GasA,TA,Y,SBrkr,1057,0,0,1057,1,0,1,0,3,1,Gd,5,Typ,0,,Detchd,1953.0,Unf,1,246,TA,TA,Y,0,52,0,0,0,0,,,,0,1,2010,WD,Abnorml,109000,-93.61842800000001,42.039840999999996,169,000200,2,53702.703703703686,67161.3,29098.536687631025,24.0,4613.23249739033,29098.536687631025,-0.015873015873015872,-0.018518518518518517,-0.001564974322214306,0.3240917782026769,0.014340344168260041,0.14627151051625242,0.3193116634799236,0.1959847036328872,0.03870967741935484,1.0,150214.0,154788.0,0.5900253592561285,0.896575821104123,1.0,0.07547169811320754,0.05101327742837177,0.04682040531097135,0.039832285115303984,0.055904961565338925,0.08595387840670858,0.07127882599580712,0.0496156533892383,0.0573025856044724,0.04682040531097135,0.07337526205450735,0.07407407407407406,0.05660377358490566,0.047519217330538085,0.04682040531097135,0.05520614954577218,0.037037037037037035,0.029350104821802937,1431.0,620.0
40,90,RL,65.0,6040,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,None,0.0,TA,TA,PConc,,,,,0,,0,0,0,GasA,TA,N,FuseP,1152,0,0,1152,0,0,2,0,2,2,Fa,6,Typ,0,,,,,0,0,,,N,0,0,0,0,0,0,,,,0,6,2008,WD,AdjLand,82000,-93.66504300000001,42.020483,169,001301,2,32118.5652173913,50276.10030395137,22222.35154500672,49.0,5349.507380398877,22222.35154500672,0.3125,0.41994917407878013,0.13097521804962511,0.1489583333333333,0.015625,0.1645833333333333,0.41145833333333326,0.259375,0.05572441742654509,1.0,119588.0,110713.0,0.34643226473629785,0.7565995525727068,1.0,0.0657718120805369,0.038926174496644296,0.029977628635346764,0.059060402684563765,0.37673378076062647,0.14496644295302014,0.07114093959731543,0.03579418344519016,0.032662192393736016,0.025950782997762864,0.030425055928411632,0.029082774049217,0.022818791946308724,0.013422818791946308,0.006263982102908278,0.008948545861297539,0.00447427293064877,0.0035794183445190158,2235.0,987.0
41,20,RL,84.0,8658,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1965,1965,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,101.0,TA,TA,CBlock,TA,TA,No,Rec,643,Unf,0,445,1088,GasA,Ex,Y,SBrkr,1324,0,0,1324,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1965.0,RFn,2,440,TA,TA,Y,0,138,0,0,0,0,,GdWo,,0,12,2006,WD,Abnorml,160000,-93.608909,42.040944,169,000200,2,53702.703703703686,67161.3,29098.536687631025,24.0,4613.23249739033,29098.536687631025,-0.015873015873015872,-0.018518518518518517,-0.001564974322214306,0.3240917782026769,0.014340344168260041,0.14627151051625242,0.3193116634799236,0.1959847036328872,0.03870967741935484,1.0,150214.0,154788.0,0.5900253592561285,0.896575821104123,1.0,0.07547169811320754,0.05101327742837177,0.04682040531097135,0.039832285115303984,0.055904961565338925,0.08595387840670858,0.07127882599580712,0.0496156533892383,0.0573025856044724,0.04682040531097135,0.07337526205450735,0.07407407407407406,0.05660377358490566,0.047519217330538085,0.04682040531097135,0.05520614954577218,0.037037037037037035,0.029350104821802937,1431.0,620.0
